Name,Appearance,Homeworld,Species,Gender,Affiliation,Alliance,File_Name
Ko Sai,[2],[],['Kaminoan'],['Female'],['Galactic Republic'],Good,Ko Sai
Kral Grek,[2],['Mon Cala'],['Quarren'],['Male'],[],,Kral Grek
Rumitar Shay,[8],[],['Human'],['Male'],"['First Order', 'First Order military']",Evil,Rumitar Shay
Falumpaset,[1],"['Naboo', 'Onderon']",[],[],[],,Falumpaset
Worrt,"[6, 7]",['Tatooine'],[],[],[],,Worrt
Jesba-Be Issa,[9],['Pasaana'],['Aki-Aki'],[],[],,Jesba-Be Issa
Landonis Balthazar Calrissian,"[5, 6, 9]",['Socorro'],['Human'],['Male'],"['Calrissian family', 'Crimson Dawn', 'Alliance to Restore the Republic', 'Gold Squadron', 'New Republic', 'New Republic Defense Force', 'Uprising', 'Calrissian Enterprises', 'Resistance', ""Citizens' Fleet""]",Good,Landonis Balthazar Calrissian
Poe Dameron,"[7, 8, 9]",['Yavin 4'],['Human'],['Male'],"['Dameron family', 'Spice Runners of Kijimi', 'New Republic', 'Rapier Squadron', 'Resistance', ""Poe Dameron's fighter wing"", 'Rapier Squadron', 'Black Squadron', '""Reb"" Squadron', 'Corellian Team One', 'Exegol air team']",Good,Poe Dameron
Alcida-Auka,[8],['Ahch-To'],['Lanai'],['Female'],['Caretakers'],,Alcida-Auka
Seossra Thwisp,[9],['Caphexdis'],['Caphex'],['Female'],['Resistance'],Good,Seossra Thwisp
Verkle,[6],['Endor'],[],[],[],,Verkle
Tokkat,[6],['Endor'],['Ewok'],[],"['Bright Tree tribe', 'Alliance to Restore the Republic']",Good,Tokkat
Wolfid Dorna,[8],[],['Human'],['Male'],[],,Wolfid Dorna
Temmin Wexley,"[7, 9]",['Akiva'],['Human'],['Male'],"['New Republic', ""Norra Wexley's team"", 'Phantom Squadron', 'New Republic Academy', 'Precision air team', 'Resistance', 'Black Squadron', 'Blue Squadron', 'Corellian Team Two', 'Exegol air team']",Good,Temmin Wexley
Stepheden Thaldree,[8],[],['Human'],['Male'],['Canto Bight Police Department'],,Stepheden Thaldree
Shmi Skywalker Lars,"[1, 2, 3]",['Tatooine'],['Human'],['Female'],"['Skywalker family', 'Lars family']",,Shmi Skywalker Lars
Dagobah python,[5],['Dagobah'],[],[],[],,Dagobah python
Tarfful,[3],['Kashyyyk'],['Wookiee'],['Male'],"['Galactic Republic', 'Kachirho Wookiee Militia', 'Kashyyyk resistance']",Good,Tarfful
0-LT utility droid,[9],[],['Droid'],[],[],,0-LT utility droid
1234,[1],[],['Droid'],['Masculine programming'],"['Trade Federation', 'Trade Federation Droid Army']",,1234
Chian,[2],[],"[""Nikto (Kajain'sa'Nikto)""]",[],"['Jedi Order', 'Bear Clan']",Jedi,Chian
Del Goren,[4],[],['Human'],['Male'],"['Alliance to Restore the Republic', 'Massassi Group']",Good,Del Goren
Achk Med-Beq,[2],[],['Human'],['Male'],[],,Achk Med-Beq
Anophe Dengue,[7],[],['Culisetto'],['Female'],['Dengue sisters'],,Anophe Dengue
Terrib Igmusk,[8],[],['Keteerian'],['Male'],[],,Terrib Igmusk
Bazine Netal,[7],['Chaaktil'],['Human'],['Female'],"[""Delphi Kloda's combat school""]",,Bazine Netal
Jober Tavson,[8],[],['Human'],['Male'],"['First Order', 'Transport Corps']",Evil,Jober Tavson
Anglang Lehet,[8],['Caskadag homeworld'],['Caskadag'],['Male'],['Cularin Syndicate'],,Anglang Lehet
Nalan Cheel,[4],['Bith'],['Bith'],[],"[""Figrin D'an and the Modal Nodes""]",,Nalan Cheel
Carib Diss,[9],[],[],['Male'],[],,Carib Diss
Ody Mandrell,[1],['Tatooine'],"[""Er'Kit""]",['Male'],[],,Ody Mandrell
Saile Minnau,[8],[],['Human'],['Male'],"['Resistance', 'Resistance army']",Good,Saile Minnau
Seftin Vanik,[9],['Messert'],['Human'],['Male'],"['An aerial circus', 'Resistance', 'Resistance Starfighter Corps', 'Exegol air team']",Good,Seftin Vanik
Tarados Gon,[2],[],['Klatooinian'],[],"['Jedi Order', 'Jedi assault team']",Jedi,Tarados Gon
Allium,[7],[],[],['Male'],[],,Allium
Fozec,[6],[],['Human'],['Male'],"[""Jabba Desilijic Tiure's criminal empire""]",,Fozec
Amphibian,[6],[],[],[],[],,Amphibian
OC-JK14,[9],[],['Droid'],[],['Resistance'],Good,OC-JK14
4B-EG-6,[7],[],['Droid'],['Masculine programming'],"['Resistance', 'Resistance spy droid network']",Good,4B-EG-6
Kintan strider,"[4, 7, 9]",['Kintan'],[],[],[],,Kintan strider
Feyn Gospic,[4],[],['Human'],['Male'],"['Alliance to Restore the Republic', 'Massassi Group']",Good,Feyn Gospic
Iden Versio,[4],['Vardos'],['Human'],['Female'],"['Galactic Empire', 'Royal Imperial Academy', 'Black Squadron', 'Inferno Squad', 'Dreamers (as a spy)', 'Alliance to Restore the Republic', 'Danger Squadron (briefly)', 'New Republic', 'Inferno Squad', 'Resistance']",Good,Iden Versio
Mithel,[4],[],['Human'],['Male'],"['Galactic Empire', 'Black Squadron']",,Mithel
Trech Molock,[4],[],['Human'],['Male'],"['Galactic Empire', 'Imperial Army', 'Imperial Officer Corps']",,Trech Molock
Davish Krail,[4],['Dantooine'],['Human'],['Male'],"['Alliance to Restore the Republic', 'Gold Squadron']",Good,Davish Krail
Kuimi Enissa,[9],[],['Human'],['Female'],"['Lumini pirates', ""Citizens' Fleet""]",,Kuimi Enissa
Zeegar,[9],['Kef Bir'],['Orbak'],[],['Company 77'],,Zeegar
Doikk Na'ts,[4],[],['Bith'],[],"[""Figrin D'an and the Modal Nodes""]",,Doikk Na'ts
GA-97,[7],[],['Droid'],[],"['Resistance', 'Resistance spy droid network']",Good,GA-97
Sun'il Ei'de,[4],['Bith'],['Bith'],[],"[""Figrin D'an and the Modal Nodes""]",,Sun'il Ei'de
Toos,[4],[],[],['Male'],['Galactic Empire'],,Toos
2714,[1],[],['Droid'],['Masculine programming'],"['Trade Federation', 'Trade Federation Droid Army']",,2714
Dormé,[2],['Naboo'],['Human (Naboo)'],['Female'],"['Royal House of Naboo', 'Naboo Royal Handmaidens', 'Galactic Republic', 'Naboo delegation', 'Amidalans']",Good,Dormé
Supi,[2],[],"[""Twi'lek""]",['Female'],"['Galactic Republic', 'Galactic Senate']",Good,Supi
Wunka,[6],['Endor'],['Ewok'],[],"['Alliance to Restore the Republic', 'Bright Tree tribe']",Good,Wunka
2296,[1],[],['Droid'],[],"['Trade Federation', 'Trade Federation Droid Army']",,2296
Euphaus Biro,[9],[],[],[],[],,Euphaus Biro
Domaric Quinn,[9],[],['Human'],['Male'],"['Galactic Empire', 'Imperial Army', 'Imperial Officer Corps', 'First Order', 'Supreme Council', 'First Order Army']",Evil,Domaric Quinn
LIN-V8K,[4],[],['Droid'],[],[],,LIN-V8K
Oniho Zaya,[8],[],['Human'],['Male'],[],,Oniho Zaya
Pinniped,[8],[],[],[],[],,Pinniped
Cornelius Evazan,[4],['Alsakan'],['Human'],['Male'],"['Dr. Evazan Cosmetic Surgery', ""Jabba Desilijic Tiure's criminal empire"", 'Crimson Dawn', 'Galactic Empire', 'Accresker Penal Legion']",,Cornelius Evazan
Thafslanu,[9],[],[],[],[],,Thafslanu
Nuna,"[1, 2]","['Naboo', 'Saleucami']",[],[],[],,Nuna
Potolli,[1],[],[],[],[],,Potolli
Cobel Tansirch,[8],[],['Human'],['Male'],"['Resistance', 'Resistance army']",Good,Cobel Tansirch
Snook Uccorfay,[8],[],[],['Male'],[],,Snook Uccorfay
Neepers Panpick,[8],[],[],['Male'],[],,Neepers Panpick
R4 astromech droid,"[7, 8]",[],['Droid'],[],"['Galactic Republic', 'Jedi Order', 'Galactic Empire', 'New Republic', 'Resistance']",Good,R4 astromech droid
Ulfor Bombaasa,[3],[],['Human'],['Male'],[],,Ulfor Bombaasa
Guarlara,[1],['Naboo'],[],[],[],,Guarlara
Lanzora Garan,[9],[],['Human'],['Female'],"['First Order', 'First Order military']",Evil,Lanzora Garan
HF-3311,[9],['Gannaria'],['Human'],['Female'],"['First Order', 'Stormtrooper Corps']",Evil,HF-3311
Sharp (Resistance),[8],[],['Human'],['Male'],"['Resistance', 'Resistance army']",Good,Sharp (Resistance)
Braconnor Bakiska,[4],[],['Stennes Shifter'],['Male'],[],,Braconnor Bakiska
Ela Tips,[2],[],[],[],[],,Ela Tips
Melik Galerha,[3],[],['Human'],['Male'],"['Jedi Order', 'Galactic Republic']",Jedi,Melik Galerha
Sheckil,[5],[],['Human'],['Male'],"['Galactic Empire', 'Imperial Officer Corps']",,Sheckil
Spetan channelfish,[8],['Ahch-To'],[],[],[],,Spetan channelfish
Govath,"[7, 8]",[],[],[],[],,Govath
Sila Kott,[6],['Toprawa'],['Human'],['Female'],"['Alliance to Restore the Republic', 'Red Squadron']",Good,Sila Kott
Stomeroni Starck,[8],[],['Human'],['Male'],"['Resistance', 'Blue Squadron']",Good,Stomeroni Starck
Lathe,[6],[],"[""Kajain'sa'Nikto""]",['Male'],"[""Jabba Desilijic Tiure's criminal empire""]",,Lathe
B1-series battle droid,[9],[],['Droid'],['Masculine programming'],"['Trade Federation', 'Trade Federation military', 'Confederacy of Independent Systems', 'Confederacy military', 'Galactic Republic (reprogrammed)', 'Grand Army of the Republic (reprogrammed)', 'Agamar garrison', ""Klik-Klak's droid army"", 'Freemakers (adopted)', 'Alliance to Restore the Republic', 'New Republic', ""Norra Wexley's team"", ""Sidon Ithano's crew"", 'Warbird gang', 'Team Colossus']",Good,B1-series battle droid
Praster Ommlen,[7],['Ottega'],['Ottegan'],['Male'],['Sacred Order of Ramulus'],,Praster Ommlen
Gherant,[6],[],['Human'],['Male'],"['Galactic Empire', ""Imperial Navy's officer corps""]",,Gherant
Sio Bibble,"[1, 2, 3]",['Naboo'],['Human (Naboo)'],['Male'],"['Galactic Republic', 'Royal House of Naboo', 'Naboo Royal Advisory Council']",Good,Sio Bibble
Arleil Schous,[4],[],['Defel'],['Male'],[],,Arleil Schous
XJ9-CS14,[5],['Vulpter'],['Droid'],[],"['Galactic Empire', 'Project Swarm']",,XJ9-CS14
Awgree,[8],[],['Sheffi'],[],[],,Awgree
Fathier,[8],[],[],[],[],,Fathier
Vibbo,[9],[],[],[],['Spice Runners of Kijimi'],,Vibbo
Starck,[5],[],['Human'],[],"['Galactic Empire', 'Blizzard Force']",,Starck
Alpha Three (Exegol),[9],[],[],[],"['Resistance', 'Resistance Starfighter Corps', 'Exegol air team']",Good,Alpha Three (Exegol)
Jakobeast,[9],['Gigor'],[],[],[],,Jakobeast
Lazu Lirona,[9],[],[],['Female'],"[""Citizens' Fleet""]",,Lazu Lirona
Tox Don,"[1, 2]",[],['Rodian'],[],"['Galactic Republic', 'Galactic Senate']",Good,Tox Don
Blanaid,[6],[],['Human'],['Male'],"['Galactic Empire', 'Imperial Army']",,Blanaid
Needlegawp,[8],"['Ahch-To', 'Corellia']",[],[],[],,Needlegawp
Faddaff Davenspon,[9],[],['Deymasollian'],['Female'],[],,Faddaff Davenspon
Obi-Wan Kenobi,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",['Stewjon'],['Human'],['Male'],"['Jedi Order', 'Jedi High Council', 'Galactic Republic', '7th Sky Corps', 'Open Circle Fleet', ""Cad Bane's group (as a spy)"", 'Alliance to Restore the Republic']",Jedi,Obi-Wan Kenobi
Rune Haako,"[1, 2, 3]",['Neimoidia'],['Neimoidian'],['Male'],"['Trade Federation', 'Confederacy of Independent Systems', 'Executive Separatist Council']",,Rune Haako
Pylat bird,[1],['Neimoidia'],[],[],[],,Pylat bird
Finch Dallow,[8],['Aduba'],['Human'],['Male'],"['New Republic', 'New Republic scout service', 'Resistance', 'Cobalt Squadron']",Good,Finch Dallow
"Garn Stewer, Jr.",[9],[],['Human'],['Male'],"['Resistance', 'Resistance Starfighter Corps']",Good,"Garn Stewer, Jr."
Fish,"[1, 8]",[],[],[],[],,Fish
Ilco Munica,[7],['Abednedo'],['Abednedo'],['Male'],['Church of the Force'],,Ilco Munica
Chewbacca,"[3, 4, 5, 6, 7, 8, 9]",['Kashyyyk'],['Wookiee'],['Male'],"[""Chewbacca's family"", 'Galactic Republic', 'Kachirho Wookiee Militia', 'Crimson Dawn', ""Beckett's gang"", 'Alliance to Restore the Republic', 'Heroes of Yavin', 'Special Forces Trackers Unit', 'Endor strike team', 'Bright Tree tribe (honorary member)', 'New Republic', ""Han Solo's shipping company"", 'Resistance']",Good,Chewbacca
Backstabber,[4],[],['Human'],[],"['Galactic Empire', 'Black Squadron']",,Backstabber
Cleaning droid,[9],[],[],[],[],,Cleaning droid
Toursant Irving,[7],[],[],['Male'],['Irving Boys'],,Toursant Irving
Jannah,[9],[],['Human'],['Female'],"['First Order', 'Resistance', 'Company 77']",Mix,Jannah
Sebla Sarobia,[9],[],['Human'],['Female'],[],,Sebla Sarobia
Blount,[6],[],['Human'],['Male'],"['Alliance to Restore the Republic', 'Alliance Military']",Good,Blount
Treadwell,[5],[],['Droid'],['Masculine programming'],"['Galactic Republic', 'Millennium Falcon']",Good,Treadwell
Firmus Piett's nephew,[6],[],['Human'],['Male'],"['Galactic Empire', 'Imperial Navy']",,Firmus Piett's nephew
R2-X2,[4],[],['Droid'],[],"['Alliance to Restore the Republic', 'Red Squadron']",Good,R2-X2
Max Rebo,[6],['Orto'],['Ortolan'],['Male'],['Max Rebo Band'],,Max Rebo
RA-7 protocol droid,[7],[],['Droid'],['Masculine'],"['Confederacy of Independent Systems', 'Ohnaka Gang', 'New Mandalorians', 'Galactic Republic', 'InterGalactic Banking Clan', 'Galactic Empire', ""Gideon's Imperial remnant"", 'Alliance to Restore the Republic', 'First Order', 'Resistance']",Mix,RA-7 protocol droid
Eye of Webbish Bog,[9],['Mustafar'],[],[],[],,Eye of Webbish Bog
Y5-X2,[8],[],['Droid'],[],[],,Y5-X2
Laparo,[7],['Tansyl 5'],['Frigosian'],['Female'],[],,Laparo
Shann Childsen,[4],[],['Human'],['Male'],"['Galactic Empire', 'Stormtrooper Corps', 'Imperial Officer Corps']",,Shann Childsen
Dannl Faytonni,"[2, 3]",['Corellia'],"['Human', ' (Corellian)']",['Male'],[],,Dannl Faytonni
Daine Jir,[4],[],['Human'],['Male'],"['Galactic Empire', 'Imperial Officer Corps', '501st Legion']",,Daine Jir
Stella,[8],[],[],[],[],,Stella
G8-R3,[1],[],['Droid'],[],['Royal House of Naboo'],,G8-R3
Notluwiski Papanoida,[3],['Pantora'],['Pantoran'],['Male'],"['Pantoran Assembly', 'Galactic Republic']",Good,Notluwiski Papanoida
Lennox,[5],[],['Human'],['Male'],"['Galactic Empire', 'Death Squadron', 'Imperial Officer Corps']",,Lennox
Oxixo,[4],[],['Human'],['Male'],"['Galactic Empire', 'Imperial Starfighter Corps']",,Oxixo
Monn Tatth,[7],[],['Human'],['Male'],[],,Monn Tatth
6369,[1],[],['Droid'],['Masculine programming'],"['Trade Federation', 'Trade Federation Droid Army']",,6369
Jan Dodonna,[4],['Commenor'],['Human'],['Male'],"['Galactic Republic', 'Republic Military', 'Galactic Empire', ""Imperial Navy's officer corps"", 'Alliance to Restore the Republic', 'Massassi Group', 'Sector Command']",Good,Jan Dodonna
Sando aqua monster,[1],['Naboo'],[],[],[],,Sando aqua monster
Izby,[7],[],['Barghest'],['Female'],[],,Izby
Phi,[8],[],[],[],[],,Phi
Karlus Stee,[8],[],['Human'],['Male'],['Canto Casino and Racetrack'],,Karlus Stee
Fodesinbeed Annodue,[1],['Pollillus'],['Troig'],[],[],,Fodesinbeed Annodue
517,[4],[],[],[],"['Galactic Empire', 'Imperial Military']",,517
Opee sea killer,[1],"['Naboo', 'Strokill Prime']",[],[],[],,Opee sea killer
Unidentified clone paratrooper,[3],['Kamino'],['Human (clone)'],['Male'],"['Galactic Republic', '7th Sky Corps']",Good,Unidentified clone paratrooper
R4-I9,[4],[],['Droid'],['Masculine programming'],['Galactic Empire'],,R4-I9
Sly Moore,"[2, 3]",['Umbara'],['Umbaran'],['Female'],"['Galactic Republic', 'Office of the Chancellor', 'Galactic Empire', 'Imperial Ruling Council', ""Umbaran's Court"", 'Sith Order']",Good,Sly Moore
Resdox,[7],[],['Human'],['Male'],"['Resistance', 'Fleet Command']",Good,Resdox
Trey Callum,[5],[],['Human'],['Male'],"['Galactic Empire', 'Imperial Officer Corps', 'Alliance to Restore the Republic', 'Alliance Military']",Good,Trey Callum
Derham Boyce,[8],[],['Human'],['Male'],"['Resistance', 'Resistance army']",Good,Derham Boyce
Elan Mak,[1],['Ploo IV'],['Fluggrian'],['Male'],[],,Elan Mak
R3-T6,[4],[],['Droid'],[],['Galactic Empire'],,R3-T6
Hoogenz,[7],[],[],['Male'],[],,Hoogenz
RIC-920,[2],[],['Droid'],[],[],,RIC-920
EV-9D9,[6],[],['Droid'],['Feminine programming'],"[""Jabba Desilijic Tiure's criminal empire"", ""Chalmun's Spaceport Cantina""]",,EV-9D9
Charlu Sisi,[9],[],['Kessurian'],['Female'],[],,Charlu Sisi
Trudgen,"[7, 9]",[],['Humanoid'],['Male'],"['Knights of Ren', 'First Order']",Evil,Trudgen
Ciena Ree,[5],['Jelucan'],['Human'],['Female'],"['First Wavers', 'Ree family', 'Galactic Empire', 'Royal Imperial Academy', ""Imperial Navy's officer corps"", 'Death Squadron', 'Imperial Starfighter Corps']",,Ciena Ree
Guswan Askreeth,[8],[],[],[],[],,Guswan Askreeth
Coleman Trebor,[2],['Sembla'],['Vurk'],['Male'],"['Jedi Order', 'Jedi High Council', 'Jedi assault team', 'Galactic Republic']",Jedi,Coleman Trebor
Alissyndrex delga Cantonica Provincion,[8],['Cantonica'],[],['Female'],['Canto Casino and Racetrack'],,Alissyndrex delga Cantonica Provincion
Geezum,[6],[],['Snivvian'],['Male'],[],,Geezum
Reptavian,"[1, 3, 5, 6]",[],[],[],[],,Reptavian
Goss Toowers,"[7, 8]",[],['Shozer'],['Male'],"['Resistance', 'Resistance ground crew']",Good,Goss Toowers
Albrekh,[9],[],['Symeong'],['Male'],"['First Order', 'Knights of Ren', 'Sith']",Sith,Albrekh
Davan Marak,[7],[],[],[],[],,Davan Marak
Dellso Prin,[9],[],['Cingulon'],['Male'],['Resistance'],Good,Dellso Prin
TK-421,[4],[],['Human'],['Male'],"['Galactic Empire', 'Stormtrooper Corps']",,TK-421
Elliver Olim,[9],[],['Human'],['Male'],"['Resistance', 'Exegol landing team']",Good,Elliver Olim
Labor droid,"[7, 8]",[],[],[],[],,Labor droid
M9-G8,[7],[],['Droid'],['Masculine programming'],"['Resistance', 'Blue Squadron']",Good,M9-G8
Ika Sulko,[6],[],['Mon Calamari'],['Male'],"['Alliance to Restore the Republic', 'Rebel Alliance Starfighter Corps']",Good,Ika Sulko
Wrobie Tyce,[9],['Warlentta'],['Human'],['Female'],"['Resistance', 'Cobalt Squadron', 'Exegol air team']",Good,Wrobie Tyce
FN-2802,[9],[],['Human'],['Male'],"['First Order', 'FN Corps']",Evil,FN-2802
Zett Jukassa,"[2, 3]",[],['Human'],['Male'],['Jedi Order'],Jedi,Zett Jukassa
Jerus Jannick,[1],[],['Human'],['Male'],"['Royal House of Naboo', 'Royal Naboo Security Forces']",,Jerus Jannick
Kanan Jarrus,[9],['Coruscant'],['Human (Coruscanti)'],['Male'],"['Jedi Order', 'Galactic Republic', ""Depa Billaba's second battalion"", ""Janus Kasmir's crew"", 'Alliance to Restore the Republic', 'Spectres', 'Syndulla clan (honorary, posthumous)']",Jedi,Kanan Jarrus
Bolvan,[4],[],['Human'],['Male'],"['Galactic Empire', 'Imperial Navy']",,Bolvan
Tanruka Namhi,[9],['Pasaana'],['Aki-Aki'],[],[],,Tanruka Namhi
Verrack,[6],[],['Mon Calamari'],[],"['Alliance to Restore the Republic', 'Rebel Alliance Navy']",Good,Verrack
Gusyin Tatam,[9],['Pasaana'],['Aki-Aki'],[],[],,Gusyin Tatam
FLO,[2],[],[],['Feminine programming'],"[""Dex's Diner""]",,FLO
Wuher,[4],['Tatooine'],['Human'],['Male'],"[""Chalmun's Spaceport Cantina""]",,Wuher
FS-451,[5],[],['Human'],['Male'],"['Galactic Empire', ""Deena's squad""]",,FS-451
Pons Limbic,[4],[],['Siniteen'],['Male'],[],,Pons Limbic
7276,[1],[],['Droid'],[],"['Trade Federation', 'Trade Federation Droid Army']",,7276
PZ protocol droid,"[7, 8]",[],['Droid'],[],['Resistance'],Good,PZ protocol droid
Ben Teene,[8],[],['Human'],['Male'],"['Resistance', 'Crimson Squadron']",Good,Ben Teene
Gadde Neshurrion,[7],['Ubardia'],['Human'],['Male'],"['New Republic', 'Galactic Senate']",Good,Gadde Neshurrion
Kaydel Ko Connix,"[7, 8, 9]",['Dulathia'],['Human'],['Female'],"['Resistance', 'Resistance army', 'Fleet Command', 'Exegol landing team']",Good,Kaydel Ko Connix
Han Solo,"[4, 5, 6, 7, 8, 9]",['Corellia'],['Human (Corellian)'],['Male'],"['Solo family', 'White Worms', 'Galactic Empire', 'Carida Academy', 'Carida Squadron', 'Onyx Squadron', '224th Imperial Armored Division', 'Crimson Dawn', ""Beckett's gang"", ""Jabba Desilijic Tiure's criminal empire"", 'Alliance to Restore the Republic', 'Heroes of Yavin', 'Endor strike team', 'Special Forces Trackers Unit', 'Kingdom of Han (briefly)', 'Bright Tree tribe (honorary member)', 'New Republic', 'New Republic Pilots Commission', ""Han Solo's shipping company"", 'Resistance']",Good,Han Solo
GNK-series power droid,[7],[],['Droid'],[],[],,GNK-series power droid
Churi,[6],[],[],[],[],,Churi
Salaka Kuchimba,[8],[],['Human'],['Male'],"['Resistance', 'Resistance army']",Good,Salaka Kuchimba
CC-5052,[3],['Kamino'],['Human (clone)'],['Male'],"['Galactic Republic', '327th Star Corps', 'Galactic Empire']",Good,CC-5052
Pharl McQuarrie,[5],['Ralltiir'],['Human'],['Male'],"['Alliance to Restore the Republic', 'Alliance Army']",Good,Pharl McQuarrie
Krayt dragon,[4],['Tatooine'],[],[],[],,Krayt dragon
Treidum,[4],[],['Human'],['Male'],"['Galactic Empire', 'Imperial Military']",,Treidum
Quinlan Vos,"[1, 3]",['Kiffu'],['Kiffar'],['Male'],"['Jedi Order', 'Galactic Republic', ""Quinlan Vos's unit"", 'Sith', 'Confederacy of Independent Systems']",Mix,Quinlan Vos
R6 astromech,"[7, 9]",[],['Droid'],[],"['Confederacy of Independent Systems', 'Resistance']",Good,R6 astromech
Corus Kapellim,[9],['Brix'],['Human'],['Male'],"[""Citizens' Fleet""]",,Corus Kapellim
Garindan ezz Zavor,[4],['Kubindi'],['Kubaz'],['Male'],"['Various', ""Garindan ezz Zavor's clan"", 'Galactic Empire (coerced)']",,Garindan ezz Zavor
Hermi Odle,[6],['Tatooine'],['Baragwin'],['Male'],"[""Jabba Desilijic Tiure's criminal empire""]",,Hermi Odle
Ree-Yees,[6],['Kinyen'],['Gran'],['Male'],"[""Jabba Desilijic Tiure's criminal empire""]",,Ree-Yees
Dragonsnake,[5],"['Dagobah', 'Nal Hutta']",[],[],[],,Dragonsnake
Augara Jowil,[1],[],['Gungan (Otolla)'],['Female'],['Great Municipal Band'],,Augara Jowil
Leesub Sirln,[4],[],['Qiraash'],['Female'],[],,Leesub Sirln
Zulay Ulor,[9],[],['Human'],['Female'],"['Caracara Squadron', ""Citizens' Fleet""]",,Zulay Ulor
Ghoel,[6],['Wol Cabassh'],['Wol Cabasshite'],['Male'],[],,Ghoel
Moteé,[3],['Naboo'],['Human (Naboo)'],['Female'],"['Royal House of Naboo', 'Naboo Royal Handmaidens', 'Galactic Republic', 'Naboo delegation']",Good,Moteé
Canid,[8],[],[],[],[],,Canid
Mars Guo,[1],['Phu'],['Bardottan'],[],[],,Mars Guo
Unidentified Clone Commander (Geonosis),[2],['Kamino'],['Human (clone)'],['Male'],"['Galactic Republic', 'Grand Army of the Republic']",Good,Unidentified Clone Commander (Geonosis)
Yarua,[1],['Kashyyyk'],['Wookiee'],[],"['Galactic Republic', 'Galactic Senate']",Good,Yarua
Jhat,[8],[],['Palandag'],[],[],,Jhat
CT-411,[2],['Kamino'],['Human (clone)'],['Male'],"['Galactic Republic', '91st Mobile Reconnaissance Corps']",Good,CT-411
Wald,[1],['Tatooine'],['Rodian'],['Male'],[],,Wald
Agen Kolar,"[2, 3]",['Coruscant'],['Zabrak (Iridonian)'],['Male'],"['Jedi Order', 'Jedi High Council', 'Jedi assault team', 'Galactic Republic']",Jedi,Agen Kolar
Ro,[8],[],[],[],"['Galactic Empire', 'Imperial Navy', 'Imperial Officer Corps']",,Ro
Red One (Resistance),[7],[],['Human'],['Male'],"['Resistance', 'Red Squadron']",Good,Red One (Resistance)
Maximilian Veers,[5],['Denon'],['Human'],['Male'],"['Galactic Empire', 'Imperial Officer Corps', '501st Legion']",,Maximilian Veers
Patrol droid,"[7, 8]",[],[],[],[],,Patrol droid
Amuncie Tidian,[9],[],['Boosodian'],['Male'],[],,Amuncie Tidian
Mosep Binneed,"[4, 6]",['Nimban'],['Nimbanel'],['Male'],"[""Jabba Desilijic Tiure's criminal empire"", 'Sturg Ganna']",,Mosep Binneed
Neesh,[4],[],['Rodian'],['Male'],"[""Bounty Hunters' Guild""]",,Neesh
TQ3-R1,[9],[],[],[],[],,TQ3-R1
Renz,[6],[],['Human'],['Male'],"['Galactic Empire', ""Death Star's shield generator garrison"", 'Imperial Officer Corps']",,Renz
Tank,[4],[],[],[],['Galactic Empire'],,Tank
SE8 waiter droid,[8],[],['Droid'],[],['Canto Casino and Racetrack'],,SE8 waiter droid
Idrosen Gawat,[8],[],[],['Male'],"['Mykapo system planetary defense forces (retired)', 'Resistance', 'Fleet Command']",Good,Idrosen Gawat
Parallela Grammus,[8],[],[],['Female'],[],,Parallela Grammus
Pampy,"[1, 2]",[],"[""Twi'lek (Rutian)""]",['Female'],"['Galactic Republic', 'Galactic Senate']",Good,Pampy
CC-4477,[3],['Kamino'],['Human (clone)'],['Male'],"['Galactic Republic', 'Diplomatic service', 'Galactic Empire', '', ""Thire's squad""]",Good,CC-4477
Unidentified clone lieutenant,[3],['Kamino'],['Human (clone)'],['Male'],"['Galactic Republic', '91st Mobile Reconnaissance Corps']",Good,Unidentified clone lieutenant
Graxol Kelvyyn,[1],[],['Anx'],[],[],,Graxol Kelvyyn
Sardis Ramsin,[4],[],['Human'],['Male'],"['Galactic Empire', 'Foot Patrol 7']",,Sardis Ramsin
Tigran Jamiro's assistant,[5],[],['Human'],['Male'],"['Alliance to Restore the Republic', 'Alliance Military']",Good,Tigran Jamiro's assistant
Nodin Chavdri,[8],[],['Human'],['Male'],"['Resistance', '""Reb"" Squadron']",Good,Nodin Chavdri
Unidentified Neimoidian captain (Invisible Hand),[3],[],['Neimoidian'],['Male'],"['Trade Federation', 'Trade Federation fleet', 'Confederacy of Independent Systems', 'Confederacy of Independent Systems Navy']",,Unidentified Neimoidian captain (Invisible Hand)
2391,[1],[],['Droid'],[],"['Trade Federation', 'Trade Federation Droid Army']",,2391
Wullf Yularen,[4],['Coruscant'],['Human (Coruscanti)'],['Male'],"['Galactic Republic', 'Senate Bureau of Intelligence', 'Galactic Republic Navy', 'Galactic Empire', 'Imperial Security Bureau', 'Imperial Academy', 'Naval Intelligence Agency', 'Imperial Officer Corps']",Good,Wullf Yularen
Etobi,[9],['Pasaana'],[],[],[],,Etobi
Zuvio,[7],['Phatrong'],['Kyuzo'],['Male'],['Niima Outpost Militia'],,Zuvio
Depa Billaba,"[1, 2]",['Chalacta'],"['Human', ' (Chalactan)']",['Female'],"['Jedi Order', 'Jedi High Council', 'Galactic Republic', ""Depa Billaba's battalion"", ""Depa Billaba's second battalion""]",Jedi,Depa Billaba
Elnick Pye,[1],[],['Human'],['Male'],[],,Elnick Pye
